"conceptId","fsn","synonyms"
"10858641000119101","Open wound of left half of posterior wall of thorax due to dog bite (disorder)","Open wound of left half of posterior chest wall due to dog bite | Open wound of left half of posterior wall of thorax due to dog bite"
"10958721000119108","Open wound of left hand (disorder)","Open wound of left hand"
"10948671000119103","Open wound of left hand due to animal bite (disorder)","Open wound of left hand due to animal bite"
"10958841000119108","Open wound of left hand due to bite (disorder)","Open wound of left hand due to bite"
"10953881000119109","Open wound of left hand due to cat bite (disorder)","Open wound of left hand due to cat bite"
"10948471000119101","Open wound of left hand due to dog bite (disorder)","Open wound of left hand due to dog bite"
"10958961000119100","Open wound of left hand due to human bite (disorder)","Open wound of left hand due to human bite"
"10876831000119106","Open wound of left hip due to bite (disorder)","Open bite wound of left hip | Open wound of left hip due to bite"
"10965441000119105","Open wound of left hip due to human bite (disorder)","Open wound of left hip due to human bite"
"10876711000119109","Open wound of left hip region (disorder)","Open wound of left hip | Open wound of left hip region"
"10956521000119101","Open wound of left index finger (disorder)","Open wound of left index finger | Open wound of second digit of left hand"
"10947771000119106","Open wound of left index finger due to animal bite (disorder)","Open wound of left index finger due to animal bite | Open wound of second digit of left hand due to animal bite"
"10956321000119105","Open wound of left index finger due to bite (disorder)","Open wound of left index finger due to bite | Open wound of second digit of left hand due to bite"
"10953241000119103","Open wound of left index finger due to cat bite (disorder)","Open wound of left index finger due to cat bite | Open wound of second digit of left hand due to cat bite"
"10947331000119109","Open wound of left index finger due to dog bite (disorder)","Open wound of left index finger due to dog bite | Open wound of second digit of left hand due to dog bite"
"10956961000119101","Open wound of left index finger due to human bite (disorder)","Open wound of left index finger due to human bite | Open wound of second digit of left hand due to human bite"
"61201000087104","Open wound of left inguinal region (disorder)","Open wound of left groin | Open wound of left inguinal region"
"10877631000119109","Open wound of left knee (disorder)","Open wound of left knee"
"10877751000119107","Open wound of left knee due to bite (disorder)","Open bite wound of left knee | Open wound of left knee due to bite"
"10971011000119106","Open wound of left knee due to cat bite (disorder)","Open wound of left knee due to cat bite"
"10956561000119106","Open wound of left little finger (disorder)","Open wound of fifth digit of left hand | Open wound of left little finger"
"10947811000119106","Open wound of left little finger due to animal bite (disorder)","Open animal bite of left little finger | Open wound of left little finger due to animal bite"
"10956361000119100","Open wound of left little finger due to bite (disorder)","Open bite wound of left little finger | Open wound of left little finger due to bite"
"10953281000119108","Open wound of left little finger due to cat bite (disorder)","Open wound of fifth digit of left hand due to cat bite | Open wound of left little finger due to cat bite"
"43441000087109","Open wound of left lower eyelid (disorder)","Open wound of left lower eyelid"
"10877431000119106","Open wound of left lower leg (disorder)","Open wound of left lower leg"
"10970531000119102","Open wound of left lower leg due to animal bite (disorder)","Open wound of left lower leg due to animal bite"
"10877551000119104","Open wound of left lower leg due to bite (disorder)","Open wound of left lower leg due to bite"
"10970651000119109","Open wound of left lower leg due to cat bite (disorder)","Open wound of left lower leg due to cat bite"
"10970411000119106","Open wound of left lower leg due to dog bite (disorder)","Open wound of left lower leg due to dog bite"
"10966761000119107","Open wound of left lower leg due to human bite (disorder)","Open wound of left lower leg due to human bite"
"49461000087107","Open wound of left lower limb (disorder)","Open wound of left lower limb"
"10956601000119106","Open wound of left middle finger (disorder)","Open wound of left middle finger | Open wound of third digit of left hand"
"10947851000119107","Open wound of left middle finger due to animal bite (disorder)","Open wound of left middle finger due to animal bite | Open wound of third digit of left hand due to animal bite"
"10956401000119109","Open wound of left middle finger due to bite (disorder)","Open wound of left middle finger due to bite | Open wound of third digit of left hand due to bite"
"10953321000119103","Open wound of left middle finger due to cat bite (disorder)","Open wound of left middle finger due to cat bite | Open wound of third digit of left hand due to cat bite"
"10947411000119108","Open wound of left middle finger due to dog bite (disorder)","Open wound of left middle finger due to dog bite | Open wound of third digit of left hand due to dog bite"
"10957041000119104","Open wound of left middle finger due to human bite (disorder)","Open wound of left middle finger due to human bite | Open wound of third digit of left hand due to human bite"
"43451000087107","Open wound of left ocular adnexa (disorder)","Open wound of left ocular adnexa"
"49471000087103","Open wound of left pinna (disorder)","Open wound of auricle of left ear | Open wound of left pinna"
"10956641000119108","Open wound of left ring finger (disorder)","Open wound of fourth digit of left hand | Open wound of left ring finger"
"10947891000119102","Open wound of left ring finger due to animal bite (disorder)","Open wound of fourth digit of left hand due to animal bite | Open wound of left ring finger due to animal bite"
"10956441000119106","Open wound of left ring finger due to bite (disorder)","Open bite wound of left ring finger | Open wound of left ring finger due to bite"
"10953361000119108","Open wound of left ring finger due to cat bite (disorder)","Open wound of fourth digit of left hand due to cat bite | Open wound of left ring finger due to cat bite"
"10947451000119109","Open wound of left ring finger due to dog bite (disorder)","Open wound of fourth digit of left hand due to dog bite | Open wound of left ring finger due to dog bite"
